genome_id	isolation_category	organism	strain_or_isolate	sample_information	bioproject	biosample	assembly_accession	taxid	species_taxid	doi_publication	assembly_level	seq_rel_date	ftp_path	submitter
Arcobacter_pacificus_LMG_26638	marine_surface	Arcobacter pacificus	LMG 26638	Seawater surface	<a href="https://www.ncbi.nlm.nih.gov/bioproject/PRJNA521385" target="_blank">PRJNA521385</a>	<a href="https://www.ncbi.nlm.nih.gov/biosample/SAMN10884416" target="_blank">SAMN10884416</a>	GCA_004214795.1	<a href="https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=2320140" target="_blank">2320140</a>	1080223	<a href="https://doi.org/10.1099/ijsem.0.000751" target="_blank">DOI</a>	Complete Genome	2/20/19	<a href="ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/214/795/GCA_004214795.1_ASM421479v1" target="_blank">FTP link</a>	USDA, ARS, WRRC
Arcobacter_peruensis_PSE_93	marine_surface	Arcobacter peruensis	PSE-93	Peruvian upwelling	<a href="https://www.ncbi.nlm.nih.gov/bioproject/PRJNA490269" target="_blank">PRJNA490269</a>	<a href="https://www.ncbi.nlm.nih.gov/biosample/SAMN10031634" target="_blank">SAMN10031634</a>	GCA_003711085.1	<a href="https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1032239" target="_blank">1032239</a>	2320140	<a href="https://doi.org/10.1128/AEM.01344-19" target="_blank">DOI</a>	Chromosome	11/5/18	<a href="ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/711/085/GCA_003711085.1_ASM371108v1" target="_blank">FTP link</a>	Max Planck Institute for Marine Microbiology
Arcobacter_skirrowii_CCUG_10374_B	vertebrate_host	Arcobacter skirrowii CCUG 10374	CCUG 10374	lamb|feces, 5-month-old, persistent scour (diarrhoea)	<a href="https://www.ncbi.nlm.nih.gov/bioproject/PRJNA563568" target="_blank">PRJNA563568</a>	<a href="https://www.ncbi.nlm.nih.gov/biosample/SAMN12697556" target="_blank">SAMN12697556</a>	GCA_008802155.1	<a href="https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1355368" target="_blank">1355368</a>	28200	<a href="https://doi.org/10.1099/00207713-42-3-344" target="_blank">DOI</a>	Contig	10/1/19	<a href="ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/802/155/GCA_008802155.1_ASM880215v1" target="_blank">FTP link</a>	University of Gothenburg - CCUG
Arcobacter_sp_AF1028	sewage	Arcobacter sp. AF1028	AF1028	Homo sapiens|human sewage tank no 5	<a href="https://www.ncbi.nlm.nih.gov/bioproject/PRJNA235195" target="_blank">PRJNA235195</a>	<a href="https://www.ncbi.nlm.nih.gov/biosample/SAMN02951873" target="_blank">SAMN02951873</a>	GCA_000585175.1	<a href="https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1872629" target="_blank">1872629</a>	1355368	<a href="https://doi.org/10.1128/genomeA.00113-14" target="_blank">DOI</a>	Scaffold	3/4/14	<a href="ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/585/175/GCA_000585175.1_Arcobacter_septicus_AF1028" target="_blank">FTP link</a>	Agriculture and Agri-Food Canada
Arcobacter_sp_BM102	marine_subsurface	Arcobacter sp.	BM102	enrichment from estuary sediment|bioreactor metagenome	<a href="https://www.ncbi.nlm.nih.gov/bioproject/PRJNA387015" target="_blank">PRJNA387015</a>	<a href="https://www.ncbi.nlm.nih.gov/biosample/SAMN07982695" target="_blank">SAMN07982695</a>	GCA_002869565.1	<a href="https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=2044508" target="_blank">2044508</a>	1872629	no pub	Scaffold	1/9/18	<a href="ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/869/565/GCA_002869565.1_ASM286956v1" target="_blank">FTP link</a>	University of California, Berkeley
Arcobacter_sp_CECT_8983	invertebrate_host	Arcobacter sp. CECT 8983	CECT 8983	cockle	<a href="https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412344" target="_blank">PRJNA412344</a>	<a href="https://www.ncbi.nlm.nih.gov/biosample/SAMN07767216" target="_blank">SAMN07767216</a>	GCA_004118855.1	<a href="https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1935424" target="_blank">1935424</a>	2044508	<a href="https://doi.org/10.3389/fmicb.2018.02077" target="_blank">DOI</a>	Scaffold	1/29/19	<a href="ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/118/855/GCA_004118855.1_ASM411885v1" target="_blank">FTP link</a>	Universitat Rovira i Virgili
Arcobacter_sp_CECT_8985	invertebrate_host	Arcobacter sp. CECT 8985	CECT 8985	mussel	<a href="https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412344" target="_blank">PRJNA412344</a>	<a href="https://www.ncbi.nlm.nih.gov/biosample/SAMN07767219" target="_blank">SAMN07767219</a>	GCA_004116495.1	<a href="https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=2044507" target="_blank">2044507</a>	1935424	<a href="https://doi.org/10.3389/fmicb.2018.02077" target="_blank">DOI</a>	Contig	1/29/19	<a href="ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/116/495/GCA_004116495.1_ASM411649v1" target="_blank">FTP link</a>	Universitat Rovira i Virgili
Arcobacter_sp_CECT_8986	invertebrate_host	Arcobacter sp. CECT 8986	CECT 8986	mussel	<a href="https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412344" target="_blank">PRJNA412344</a>	<a href="https://www.ncbi.nlm.nih.gov/biosample/SAMN07767215" target="_blank">SAMN07767215</a>	GCA_004116725.1	<a href="https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=2044509" target="_blank">2044509</a>	2044507	<a href="https://doi.org/10.3389/fmicb.2018.02077" target="_blank">DOI</a>	Contig	1/29/19	<a href="ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/116/725/GCA_004116725.1_ASM411672v1" target="_blank">FTP link</a>	Universitat Rovira i Virgili
Arcobacter_sp_CECT_8989	invertebrate_host	Arcobacter sp. CECT 8989	CECT 8989	oyster	<a href="https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412344" target="_blank">PRJNA412344</a>	<a href="https://www.ncbi.nlm.nih.gov/biosample/SAMN07767217" target="_blank">SAMN07767217</a>	GCA_004116715.1	<a href="https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=2044505" target="_blank">2044505</a>	2044509	<a href="https://doi.org/10.3389/fmicb.2018.02077" target="_blank">DOI</a>	Contig	1/29/19	<a href="ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/116/715/GCA_004116715.1_ASM411671v1" target="_blank">FTP link</a>	Universitat Rovira i Virgili
Arcobacter_sp_CECT_9188	sewage	Arcobacter sp. CECT 9188	CECT 9188	wastewater	<a href="https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412344" target="_blank">PRJNA412344</a>	<a href="https://www.ncbi.nlm.nih.gov/biosample/SAMN07767213" target="_blank">SAMN07767213</a>	GCA_003316735.1	<a href="https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=2044510" target="_blank">2044510</a>	2044505	<a href="https://doi.org/10.3389/fmicb.2018.02077" target="_blank">DOI</a>	Contig	7/13/18	<a href="ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/316/735/GCA_003316735.1_ASM331673v1" target="_blank">FTP link</a>	Universitat Rovira i Virgili
Arcobacter_sp_CECT_9230	plant	Arcobacter sp. CECT 9230	CECT 9230	carrot	<a href="https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412344" target="_blank">PRJNA412344</a>	<a href="https://www.ncbi.nlm.nih.gov/biosample/SAMN07767220" target="_blank">SAMN07767220</a>	GCA_003316695.1	<a href="https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=2044506" target="_blank">2044506</a>	2044510	<a href="https://doi.org/10.1016/j.syapm.2020.126091" target="_blank">DOI</a>	Contig	7/13/18	<a href="ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/316/695/GCA_003316695.1_ASM331669v1" target="_blank">FTP link</a>	Universitat Rovira i Virgili
Arcobacter_sp_CECT_9299	vertebrate_host/marine	Arcobacter sp. CECT 9299	CECT 9299	elephant seal|cloacal swab	<a href="https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412344" target="_blank">PRJNA412344</a>	<a href="https://www.ncbi.nlm.nih.gov/biosample/SAMN07767214" target="_blank">SAMN07767214</a>	GCA_004116575.1	<a href="https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=2044512" target="_blank">2044512</a>	2044506	<a href="https://doi.org/10.3389/fmicb.2018.02077" target="_blank">DOI</a>	Contig	1/29/19	<a href="ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/116/575/GCA_004116575.1_ASM411657v1" target="_blank">FTP link</a>	Universitat Rovira i Virgili
Arcobacter_sp_F155	invertebrate_host	Arcobacter sp. F155	F155	oyster	<a href="https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412344" target="_blank">PRJNA412344</a>	<a href="https://www.ncbi.nlm.nih.gov/biosample/SAMN07767227" target="_blank">SAMN07767227</a>	GCA_004116455.1	<a href="https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=2044511" target="_blank">2044511</a>	2044512	<a href="https://doi.org/10.3389/fmicb.2018.02077" target="_blank">DOI</a>	Contig	1/29/19	<a href="ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/116/455/GCA_004116455.1_ASM411645v1" target="_blank">FTP link</a>	Universitat Rovira i Virgili
Arcobacter_sp_F2176	invertebrate_host	Arcobacter sp. F2176	F2176	mussel	<a href="https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412344" target="_blank">PRJNA412344</a>	<a href="https://www.ncbi.nlm.nih.gov/biosample/SAMN07767226" target="_blank">SAMN07767226</a>	GCA_004116465.1	<a href="https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1912879" target="_blank">1912879</a>	2044511	<a href="https://doi.org/10.3389/fmicb.2018.02077" target="_blank">DOI</a>	Contig	1/29/19	<a href="ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/116/465/GCA_004116465.1_ASM411646v1" target="_blank">FTP link</a>	Universitat Rovira i Virgili
Arcobacter_sp_FW59	sewage	Arcobacter sp. FW59	FW59	wastewater	<a href="https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412344" target="_blank">PRJNA412344</a>	<a href="https://www.ncbi.nlm.nih.gov/biosample/SAMN07767221" target="_blank">SAMN07767221</a>	GCA_003316685.1	<a href="https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=944547" target="_blank">944547</a>	1912879	<a href="https://doi.org/10.3389/fmicb.2018.02077" target="_blank">DOI</a>	Contig	7/13/18	<a href="ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/316/685/GCA_003316685.1_ASM331668v1" target="_blank">FTP link</a>	Universitat Rovira i Virgili
Arcobacter_sp_L	fuel_cell	Arcobacter sp. L	L	no data	<a href="https://www.ncbi.nlm.nih.gov/bioproject/PRJDA61721" target="_blank">PRJDA61721</a>	<a href="https://www.ncbi.nlm.nih.gov/biosample/SAMD00060981" target="_blank">SAMD00060981</a>	GCA_000284235.1	<a href="https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1898176" target="_blank">1898176</a>	944547	<a href="https://doi.org/10.1128/JB.06084-11" target="_blank">DOI</a>	Complete Genome	9/2/11	<a href="ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/284/235/GCA_000284235.1_ASM28423v1" target="_blank">FTP link</a>	Center for Computational and Quantitative Life Science, RIKEN
Arcobacter_sp_LA11	invertebrate_host	Arcobacter sp. LA11	LA11	Haliotis discus	<a href="https://www.ncbi.nlm.nih.gov/bioproject/PRJDB5254" target="_blank">PRJDB5254</a>	<a href="https://www.ncbi.nlm.nih.gov/biosample/SAMD00065689" target="_blank">SAMD00065689</a>	GCA_001895145.1	<a href="https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=2027466" target="_blank">2027466</a>	1898176	<a href="https://doi.org/10.1128/genomeA.00032-17" target="_blank">DOI</a>	Contig	11/7/16	<a href="ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/895/145/GCA_001895145.1_ASM189514v1" target="_blank">FTP link</a>	Graduate School of Bioresources, Mie University
Arcobacter_sp_LMG_29976	vertebrate_host	Arcobacter sp. LMG 29976	LMG 29976	Porcine|Eye, aborted fetus	<a href="https://www.ncbi.nlm.nih.gov/bioproject/PRJNA369468" target="_blank">PRJNA369468</a>	<a href="https://www.ncbi.nlm.nih.gov/biosample/SAMN07515816" target="_blank">SAMN07515816</a>	GCA_002992985.1	<a href="https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1850254" target="_blank">1850254</a>	2027466	<a href="https://doi.org/10.3389/fmicb.2018.02077" target="_blank">DOI</a>	Contig	3/9/18	<a href="ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/992/985/GCA_002992985.1_ASM299298v1" target="_blank">FTP link</a>	Universitat Rovira i Virgili
Arcobacter_sp_LPB0137	unknown	Arcobacter sp. LPB0137	LPB0137	environment	<a href="https://www.ncbi.nlm.nih.gov/bioproject/PRJNA355602" target="_blank">PRJNA355602</a>	<a href="https://www.ncbi.nlm.nih.gov/biosample/SAMN06075356" target="_blank">SAMN06075356</a>	GCA_001956695.1	<a href="https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1912876" target="_blank">1912876</a>	1850254	no pub	Complete Genome	1/18/17	<a href="ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/956/695/GCA_001956695.1_ASM195669v1" target="_blank">FTP link</a>	Korea University
Arcobacter_sp_RW43_9	sewage	Arcobacter sp. RW43-9	RW43-9	reclaimed water	<a href="https://www.ncbi.nlm.nih.gov/bioproject/PRJNA369468" target="_blank">PRJNA369468</a>	<a href="https://www.ncbi.nlm.nih.gov/biosample/SAMN06286567" target="_blank">SAMN06286567</a>	GCA_003063295.1	<a href="https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=2478538" target="_blank">2478538</a>	1912876	<a href="https://doi.org/10.3389/fmicb.2018.02077" target="_blank">DOI</a>	Scaffold	4/23/18	<a href="ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/063/295/GCA_003063295.1_ASM306329v1" target="_blank">FTP link</a>	Universitat Rovira i Virgili
Arcobacter_sp_SM1702	marine_subsurface	Arcobacter sp. SM1702	SM1702	Antarctic intertidal sediment	<a href="https://www.ncbi.nlm.nih.gov/bioproject/PRJNA495891" target="_blank">PRJNA495891</a>	<a href="https://www.ncbi.nlm.nih.gov/biosample/SAMN10233606" target="_blank">SAMN10233606</a>	GCA_003667345.1	<a href="https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=663365" target="_blank">663365</a>	2478538	<a href="https://doi.org/10.1099/ijsem.0.003539" target="_blank">DOI</a>	Scaffold	10/19/18	<a href="ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/667/345/GCA_003667345.1_ASM366734v1" target="_blank">FTP link</a>	Shandong University
Arcobacter_suis_CECT_7833	vertebrate_host	Arcobacter suis CECT 7833	CECT 7833	Pork meat	<a href="https://www.ncbi.nlm.nih.gov/bioproject/PRJNA177174" target="_blank">PRJNA177174</a>	<a href="https://www.ncbi.nlm.nih.gov/biosample/SAMN03737957" target="_blank">SAMN03737957</a>	GCA_003544815.1	<a href="https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1032240" target="_blank">1032240</a>	1278212	<a href="https://doi.org/10.1016/j.syapm.2012.11.003" target="_blank">DOI</a>	Complete Genome	9/11/18	<a href="ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/544/815/GCA_003544815.1_ASM354481v1" target="_blank">FTP link</a>	USDA, ARS, WRRC
Arcobacter_thereius_LMG_24486_B	vertebrate_host	Arcobacter thereius LMG 24486	LMG 24486	pig|aborted fetus	<a href="https://www.ncbi.nlm.nih.gov/bioproject/PRJNA66829" target="_blank">PRJNA66829</a>	<a href="https://www.ncbi.nlm.nih.gov/biosample/SAMN03737958" target="_blank">SAMN03737958</a>	GCA_004214815.1	<a href="https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1032241" target="_blank">1032241</a>	544718	<a href="https://dx.doi.org/10.1016%2Fj.nmni.2016.11.014" target="_blank">DOI</a>	Complete Genome	2/20/19	<a href="ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/214/815/GCA_004214815.1_ASM421481v1" target="_blank">FTP link</a>	USDA, ARS, WRRC
Arcobacter_trophiarum_LMG_25534_B	vertebrate_host	Arcobacter trophiarum LMG 25534	LMG 25534	piglet|feces	<a href="https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412344" target="_blank">PRJNA412344</a>	<a href="https://www.ncbi.nlm.nih.gov/biosample/SAMN07767218" target="_blank">SAMN07767218</a>	GCA_004116585.1	<a href="https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1054033" target="_blank">1054033</a>	708186	<a href="https://doi.org/10.3389/fmicb.2018.02077" target="_blank">DOI</a>	Contig	1/29/19	<a href="ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/116/585/GCA_004116585.1_ASM411658v1" target="_blank">FTP link</a>	Universitat Rovira i Virgili
Arcobacter_venerupis_CECT7836	invertebrate_host	Arcobacter venerupis	CECT7836	clam	<a href="https://www.ncbi.nlm.nih.gov/bioproject/PRJNA369468" target="_blank">PRJNA369468</a>	<a href="https://www.ncbi.nlm.nih.gov/biosample/SAMN07514161" target="_blank">SAMN07514161</a>	GCA_004023405.1	<a href="https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=663364" target="_blank">663364</a>	1054033	<a href="https://doi.org/10.3389/fmicb.2018.02077" target="_blank">DOI</a>	Contig	1/15/19	<a href="ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/023/405/GCA_004023405.1_ASM402340v1" target="_blank">FTP link</a>	Universitat Rovira i Virgili
Halarcobacter_bivalviorum_CECT_7835	invertebrate_host	Halarcobacter bivalviorum	CECT 7835	mussel	<a href="https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412344" target="_blank">PRJNA412344</a>	<a href="https://www.ncbi.nlm.nih.gov/biosample/SAMN07767209" target="_blank">SAMN07767209</a>	GCA_004116675.1	<a href="https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=663364" target="_blank">663364</a>	663364	<a href="https://doi.org/10.3389/fmicb.2018.02077" target="_blank">DOI</a>	Contig	1/29/19	<a href="ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/116/675/GCA_004116675.1_ASM411667v1" target="_blank">FTP link</a>	Universitat Rovira i Virgili
Halarcobacter_bivalviorum_F118_4	invertebrate_host	Halarcobacter bivalviorum	F118-4	mussel	<a href="https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412344" target="_blank">PRJNA412344</a>	<a href="https://www.ncbi.nlm.nih.gov/biosample/SAMN07767210" target="_blank">SAMN07767210</a>	GCA_004116705.1	<a href="https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1462615" target="_blank">1462615</a>	663364	<a href="https://doi.org/10.3389/fmicb.2018.02077" target="_blank">DOI</a>	Contig	1/29/19	<a href="ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/116/705/GCA_004116705.1_ASM411670v1" target="_blank">FTP link</a>	Universitat Rovira i Virgili
Halarcobacter_ebronensis_CECT_8441	invertebrate_host	Halarcobacter ebronensis	CECT 8441	mussel	<a href="https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412344" target="_blank">PRJNA412344</a>	<a href="https://www.ncbi.nlm.nih.gov/biosample/SAMN07767211" target="_blank">SAMN07767211</a>	GCA_004116565.1	<a href="https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1462615" target="_blank">1462615</a>	1462615	<a href="https://doi.org/10.3389/fmicb.2018.02077" target="_blank">DOI</a>	Scaffold	1/29/19	<a href="ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/116/565/GCA_004116565.1_ASM411656v1" target="_blank">FTP link</a>	Universitat Rovira i Virgili
Halarcobacter_ebronensis_CECT_8993	marine_surface	Halarcobacter ebronensis	CECT 8993	wastewater	<a href="https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412344" target="_blank">PRJNA412344</a>	<a href="https://www.ncbi.nlm.nih.gov/biosample/SAMN07767212" target="_blank">SAMN07767212</a>	GCA_004116325.1	<a href="https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=2023153" target="_blank">2023153</a>	1462615	<a href="https://doi.org/10.3389/fmicb.2018.02077" target="_blank">DOI</a>	Contig	1/28/19	<a href="ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/116/325/GCA_004116325.1_ASM411632v1" target="_blank">FTP link</a>	Universitat Rovira i Virgili
Halarcobacter_mediterraneus_F156_34	invertebrate_host	Halarcobacter mediterraneus	F156-34	Mussels	<a href="https://www.ncbi.nlm.nih.gov/bioproject/PRJNA412344" target="_blank">PRJNA412344</a>	<a href="https://www.ncbi.nlm.nih.gov/biosample/SAMN07709797" target="_blank">SAMN07709797</a>	GCA_004116625.1	<a href="https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=2654171" target="_blank">2654171</a>	2023153	<a href="https://doi.org/10.3389/fmicb.2018.02077" target="_blank">DOI</a>	Contig	1/29/19	<a href="ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/116/625/GCA_004116625.1_ASM411662v1" target="_blank">FTP link</a>	Universitat Rovira i Virgili
Poseidonibacter_sp_JOD_M_6	invertebrate_host	Poseidonibacter sp. JOD-M-6	JOD-M-6	Ostrea denselamellosa|gut	<a href="https://www.ncbi.nlm.nih.gov/bioproject/PRJNA576937" target="_blank">PRJNA576937</a>	<a href="https://www.ncbi.nlm.nih.gov/biosample/SAMN13015299" target="_blank">SAMN13015299</a>	GCA_009208055.1	<a href="https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=2654172" target="_blank">2654172</a>	2654171	no pub	Contig	10/21/19	<a href="ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/208/055/GCA_009208055.1_ASM920805v1" target="_blank">FTP link</a>	Nakdonggang National Institute of Biological Resources
Poseidonibacter_sp_SJOD_M_33	invertebrate_host	Poseidonibacter sp. SJOD-M-33	SJOD-M-33	Ostrea denselamellosa|gut	<a href="https://www.ncbi.nlm.nih.gov/bioproject/PRJNA576937" target="_blank">PRJNA576937</a>	<a href="https://www.ncbi.nlm.nih.gov/biosample/SAMN13015364" target="_blank">SAMN13015364</a>	GCA_009208075.1	<a href="https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=2654173" target="_blank">2654173</a>	2654172	no pub	Contig	10/21/19	<a href="ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/208/075/GCA_009208075.1_ASM920807v1" target="_blank">FTP link</a>	Nakdonggang National Institute of Biological Resources
Poseidonibacter_sp_SJOD_M_5	invertebrate_host	Poseidonibacter sp. SJOD-M-5	SJOD-M-5	Ostrea denselamellosa|gut	<a href="https://www.ncbi.nlm.nih.gov/bioproject/PRJNA576937" target="_blank">PRJNA576937</a>	<a href="https://www.ncbi.nlm.nih.gov/biosample/SAMN13015372" target="_blank">SAMN13015372</a>	GCA_009208095.1	<a href="https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1849015" target="_blank">1849015</a>	2654173	no pub	Contig	10/21/19	<a href="ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/208/095/GCA_009208095.1_ASM920809v1" target="_blank">FTP link</a>	Nakdonggang National Institute of Biological Resources
Pseudoarcobacter_acticola_KCTC_52212	marine_surface	Pseudoarcobacter acticola	KCTC 52212	seawater	<a href="https://www.ncbi.nlm.nih.gov/bioproject/PRJNA558024" target="_blank">PRJNA558024</a>	<a href="https://www.ncbi.nlm.nih.gov/biosample/SAMN12421736" target="_blank">SAMN12421736</a>	GCA_013177675.1	<a href="https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1912877" target="_blank">1912877</a>	1849015	<a href="https://doi.org/10.1007/s12275-016-6268-4" target="_blank">DOI</a>	Complete Genome	5/27/20	<a href="ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/177/675/GCA_013177675.1_ASM1317767v1" target="_blank">FTP link</a>	USDA, ARS, WRRC
Pseudoarcobacter_caeni_RW17_10	sewage	Pseudoarcobacter caeni	RW17-10	reclaimed water	<a href="https://www.ncbi.nlm.nih.gov/bioproject/PRJNA369468" target="_blank">PRJNA369468</a>	<a href="https://www.ncbi.nlm.nih.gov/biosample/SAMN06286566" target="_blank">SAMN06286566</a>	GCA_003063245.1	<a href="https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=563040" target="_blank">563040</a>	1912877	<a href="https://doi.org/10.3389/fmicb.2018.02077" target="_blank">DOI</a>	Contig	4/23/18	<a href="ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/063/245/GCA_003063245.1_ASM306324v1" target="_blank">FTP link</a>	Universitat Rovira i Virgili
Sulfurimonas_autotrophica_DSM_16294	outgroup	Sulfurimonas autotrophica DSM 16294	DSM 16294	no data	<a href="https://www.ncbi.nlm.nih.gov/bioproject/PRJNA31347" target="_blank">PRJNA31347</a>	<a href="https://www.ncbi.nlm.nih.gov/biosample/SAMN00713560" target="_blank">SAMN00713560</a>	GCA_000147355.1	<a href="https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=326298" target="_blank">326298</a>	202747	<a href="https://doi.org/10.4056/sigs.1173118" target="_blank">DOI</a>	Complete Genome	9/15/10	<a href="ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/147/355/GCA_000147355.1_ASM14735v1" target="_blank">FTP link</a>	US DOE Joint Genome Institute (JGI-PGF)
Sulfurimonas_denitrificans_DSM_1251	outgroup	Sulfurimonas denitrificans DSM 1251	DSM 1251	no data	<a href="https://www.ncbi.nlm.nih.gov/bioproject/PRJNA13019" target="_blank">PRJNA13019</a>	<a href="https://www.ncbi.nlm.nih.gov/biosample/SAMN02598289" target="_blank">SAMN02598289</a>	GCA_000012965.1	<a href="https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=929558" target="_blank">929558</a>	39766	<a href="https://doi.org/10.1128/AEM.01844-07" target="_blank">DOI</a>	Complete Genome	11/1/05	<a href="ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/965/GCA_000012965.1_ASM1296v1" target="_blank">FTP link</a>	US DOE Joint Genome Institute (JGI-PGF)
